"Account","Last Update","OwnerId","ItemId","ItemIdHex","Character Name","Location","Tab","Row","Column","WeenieId","Item Type","Bag Name","Quantity","Binding","Item Name","Description","Minimum Level","Hardness","Item Type","Proficiency","Weapon Type","Armor Type","Item Sub Type","EquipToFlags","Equips To","Plat Value","Gold Value","Silver Value","Copper Value","Bonus Set","Set Description"
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879082801","Undef","Medium Ingredients Bag","226","","Siberys Dragonshard Fragment","A tiny shard of a transluscent crystal containing shimmering golden veins, pulsing with the power of The Dragon Above.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879135620","Undef","Medium Ingredients Bag","9","","Purified Eberron Dragonshard Fragment","Emitting a small amount of light and warmth, these specially treated Eberron dragonshard fragments are the key to many advanced crafting recipes.  These valuable fragments can be obtained from either of the crafting vendors within the Crafting Hall in exchange for a variety of expensive and rare objects.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229434","Undef","Medium Ingredients Bag","5","","Minimum Level 3 Shard","A magically imbued shard that allows you to apply Minimum Level 3 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229428","Undef","Medium Ingredients Bag","2","","Minimum Level 5 Shard","A magically imbued shard that allows you to apply Minimum Level 5 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229411","Undef","Medium Ingredients Bag","1","","Minimum Level 6 Shard","A magically imbued shard that allows you to apply Minimum Level 6 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229407","Undef","Medium Ingredients Bag","1","","Minimum Level 7 Shard","A magically imbued shard that allows you to apply Minimum Level 7 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229404","Undef","Medium Ingredients Bag","1","","Minimum Level 8 Shard","A magically imbued shard that allows you to apply Minimum Level 8 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229352","Undef","Medium Ingredients Bag","46","","Dissolver","This bubbling concoction is used in crafting deconstruction recipes to dissolve effects off of items and reduce them to their base magical essences.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229399","Undef","Medium Ingredients Bag","1","","Minimum Level 9 Shard","A magically imbued shard that allows you to apply Minimum Level 9 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229416","Undef","Medium Ingredients Bag","1","","Minimum Level 10 Shard","A magically imbued shard that allows you to apply Minimum Level 10 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229414","Undef","Medium Ingredients Bag","2","","Minimum Level 11 Shard","A magically imbued shard that allows you to apply Minimum Level 11 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229396","Undef","Medium Ingredients Bag","2","","Minimum Level 12 Shard","A magically imbued shard that allows you to apply Minimum Level 12 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229394","Undef","Medium Ingredients Bag","2","","Minimum Level 13 Shard","A magically imbued shard that allows you to apply Minimum Level 13 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229401","Undef","Medium Ingredients Bag","2","","Minimum Level 14 Shard","A magically imbued shard that allows you to apply Minimum Level 14 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229398","Undef","Medium Ingredients Bag","2","","Minimum Level 15 Shard","A magically imbued shard that allows you to apply Minimum Level 15 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229425","Undef","Medium Ingredients Bag","4","","Minimum Level 16 Shard","A magically imbued shard that allows you to apply Minimum Level 16 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229423","Undef","Medium Ingredients Bag","5","","Minimum Level 17 Shard","A magically imbued shard that allows you to apply Minimum Level 17 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229430","Undef","Medium Ingredients Bag","4","","Minimum Level 18 Shard","A magically imbued shard that allows you to apply Minimum Level 18 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229427","Undef","Medium Ingredients Bag","6","","Minimum Level 19 Shard","A magically imbued shard that allows you to apply Minimum Level 19 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229383","Undef","Medium Ingredients Bag","6","","Minimum Level 20 Shard","A magically imbued shard that allows you to apply Minimum Level 20 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229382","Undef","Medium Ingredients Bag","3","","Minimum Level 21 Shard","A magically imbued shard that allows you to apply Minimum Level 21 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229379","Undef","Medium Ingredients Bag","18","","Minimum Level 22 Shard","A magically imbued shard that allows you to apply Minimum Level 22 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229378","Undef","Medium Ingredients Bag","9","","Minimum Level 23 Shard","A magically imbued shard that allows you to apply Minimum Level 23 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229381","Undef","Medium Ingredients Bag","4","","Minimum Level 24 Shard","A magically imbued shard that allows you to apply Minimum Level 24 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229380","Undef","Medium Ingredients Bag","5","","Minimum Level 25 Shard","A magically imbued shard that allows you to apply Minimum Level 25 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229387","Undef","Medium Ingredients Bag","5","","Minimum Level 26 Shard","A magically imbued shard that allows you to apply Minimum Level 26 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229386","Undef","Medium Ingredients Bag","6","","Minimum Level 27 Shard","A magically imbued shard that allows you to apply Minimum Level 27 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229391","Undef","Medium Ingredients Bag","5","","Minimum Level 28 Shard","A magically imbued shard that allows you to apply Minimum Level 28 requirement to a Cannith Craftable Item. Other effects will use this to determine their power.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293967","030B0013A355E0CF","Darketerity","Inventory","1","3","4","1879229274","Undef","Medium Ingredients Bag","223","","Cannith Essence","A glowing shard used in Cannith Cafting.\n\nCannith Essences can be obtained in treasure chests, quest end-reward lists, and as bonuses from deconstruction.  Go to the crafting area inside the House Kundarak enclave to craft.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293969","030B0013A355E0D1","Darketerity","Inventory","1","4","1","1879265904","Undef","","1","BoundToAccount","Feywild Tuning Fork","A fine tuning fork that resonates with the Feywild. \n\nIf you have not yet spoken with Gale Estival and started the quest \qFables of the Feywild Part One\q this life, this item will place you in the Hut from Beyond, near the entrance to the Feywild Landscape. If you have, this item will send you directly to Wynwood Hall in the Feywild.\n\nThis item has a one-minute cooldown as the fork stops vibrating.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202293970","030B0013A355E0D2","Darketerity","Inventory","1","4","2","1879265908","Undef","","1","BoundToAccount","Feywild Muse (Level 5)","The Feywild muse is a bard, a guide, a friend and drinking companion. Emphasis on drinking companion.","5","1000","Contract","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269092075108459","030B0013D75BF86B","Darketerity","Inventory","1","2","4","1879246245","Undef","","1","","Potion of Stoneskin (Level 20)","A small vial with an ounce of sparkling blue liquid within.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091647152320","030B0013BDD9E0C0","Darketerity","Equipped","26","3","2","1879068410","Random","","0","","Blasting Necklace of Resonance","","6","2","Jewelry","","","","","512","Neck","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091601327147","030B0013BB1EA42B","Darketerity","Equipped","104858","3","2","1879185051","Undef","","0","BoundToAccount","Violet Leaf Outfit with Cloth Shirt","Glamered Clothing: This clothing has been enchanted to cause the wearer to look like they are attired in an outfit with breeches.","0","0","Armor","","","","","2097152","Cosmetic Armor","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758214","030B0013C4BDE246","Darketerity","Inventory","1","3","1","1879082018","Named","","1","","Medium Gem Bag","A medium enchanted bag that can hold up to 12 different types of gems.","0","100","BagOfSingletons","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202295176","030B0013A355E588","Darketerity","Equipped","1","4","1","1879059097","Named","","0","BoundToCharacter","Cloak of Troll's Resistance","This cloak gives a limited ability to resist cold, electric, and sonic damage as a troll does.","5","2","Clothing","","","","","16","Cloak","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202295177","030B0013A355E589","Darketerity","Inventory","1","1","2","1879089110","Named","","0","BoundToAccount","Archivist's Necklace","This necklace is infused with the spirit of a mighty sorcerer.","0","10","Jewelry","","","","","512","Neck","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091749905903","030B0013C3F9C5EF","Darketerity","Equipped","205","4","1","1879057721","Random","","0","","Swift Boots of Feather Falling","","4","2","Clothing","","","","","4096","Feet","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879082017","Named","","1","","Medium Collectables Bag","A medium bag enchanted to hold various small artifacts and plants useful to collectors. This bag can hold 30 different types of items","0","100","BagOfSingletons","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879064305","Undef","Medium Collectables Bag","38","","Cryptmoss Worm Larva","The dried husk of a cryptmoss larva. Cryptmoss Worm Larvae are desired by Clarice Roden in the Marketplace.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879062647","Undef","Medium Collectables Bag","4","","Amulet of the Lost Empire","An amulet engraved with the image of a crumbling temple. Amulets of the Lost Empire are desired by Verisgante in House Jorasco.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879231314","Undef","Medium Collectables Bag","1","","Flint Knife","A knife made of flint and chipped into a sharp blade.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879231316","Undef","Medium Collectables Bag","135","","Brass Censer","A container for burning incense.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879231331","Undef","Medium Collectables Bag","3","","Pouch of Bone Fragments","A pouch containing bone fragments, used to divine the future.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879231324","Undef","Medium Collectables Bag","6","","Ancient Text","A text from long ago civilizations.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879231315","Undef","Medium Collectables Bag","35","","Crypt Moth","A fully grown, adult Crypt Moth.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091762758637","030B0013C4BDE3ED","Darketerity","Inventory","1","3","3","1879062643","Undef","Medium Collectables Bag","30","","Blade of the Dark Six","A wicked-looking scalpel covered in strange markings. Blades of the Dark Six are desired by Davyd Turner in the Marketplace.","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269092336265528","030B0013E6ECE938","Darketerity","Inventory","1","2","3","1879196727","Undef","","1","BoundToAccount","3000 Experience Points","This mystical token stores the memories and life experiences of veteran adventurers. Claiming it will grant you 3000 Experience Points. \nThis token may be passed to another character on your account through the Shared Bank.","0","10","Jewelry","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269092336265529","030B0013E6ECE939","Darketerity","Inventory","1","2","5","1879214621","Undef","","11","","Bigby's Orange Guiding Hand","Cast Bigby's Pointing Finger:\n\nCreates a glowing, pointing finger at the location of the caster, pointing in the direction the caster is facing. Marks the map with an X of the same color.\n\n(Once placed, lasts for an hour and cannot be moved or dismissed.)","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269092106287448","030B0013D937B958","Darketerity","Inventory","2","1","1","1879159321","Undef","","1","","Potion of Greater Heroism (Level 20)","This vial holds a pale blue, misty fluid.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091737733442","030B0013C3400942","Darketerity","Equipped","52","1","4","1879057717","Random","","0","","Gloves","","6","2","Clothing","","","","","1024","Hands","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091886329411","030B0013CC1B6E43","Darketerity","Equipped","4","1","4","1879061729","Random","","0","","Ring","","6","2","Jewelry","","","","","96","First Finger,Second Finger","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269092336265555","030B0013E6ECE953","Darketerity","Inventory","1","3","5","1879196724","Undef","","1","BoundToAccount","300 Experience Points","This mystical token stores the memories and life experiences of veteran adventurers. Claiming it will grant you 300 Experience Points. \nThis token may be passed to another character on your account through the Shared Bank.","0","10","Jewelry","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269092336265556","030B0013E6ECE954","Darketerity","Inventory","1","4","3","1879166293","Undef","","1","","Potion of Fire Shield (Cool)","This vial holds a blue, sparkling fluid.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091849212923","030B0013C9E513FB","Darketerity","Equipped","7","2","3","1879057720","Random","","0","","Ricocheting Bracers of Constitution","","6","2","Jewelry","","","","","128","Wrists","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091322196886","030B0013AA7B7396","Darketerity","Inventory","1","2","1","1879095768","Undef","","2","BoundToAccount","Elixir of Angels Tears","A small vial with an ounce of liquid within.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269090859310756","030B00138EE45EA4","Darketerity","Equipped","13","4","1","1879102414","Named","","0","","Runic Trinket","This small trinket has an intricate rune carved into it that radiates magical power.","2","20","Jewelry","","","","","256","Trinket","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091026119900","030B001398D5ACDC","Darketerity","Equipped","410","3","2","1879076665","Undef","","0","","Scepter","Scepters are 2-3 feet long rods of wood or metal, usually topped with fanciful carvings or enchanted gemstones.  They are primarily enchanted to enhance spell casting abilities.","6","5","Weapon","Simple","Club","","Club","24576","Main Hand,Off Hand","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091374677879","030B0013AD9C3F77","Darketerity","Equipped","103","2","3","1879057722","Random","","0","","Deathblock Belt of False Life","","6","2","Clothing","","","","","2048","Waist","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091731710113","030B0013C2E420A1","Darketerity","Equipped","1","1","2","1879059285","Undef","","0","","Hat","A simple hat.","7","2","Clothing","","","","","2","Head","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269089616096250","030B001344CA6BFA","Darketerity","Equipped","820","1","4","1879251052","Undef","","0","","Orb","This crystalline orb swirls with magic.","6","20","Shield","Simple","Shield","","","16384","Off Hand","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091874713511","030B0013CB6A2FA7","Darketerity","Equipped","1","1","4","1879057718","Random","","0","","Goggles","","7","2","Jewelry","","","","","4","Eyes","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269089729689850","030B00134B8FB8FA","Darketerity","Equipped","2","3","2","1879061726","Random","","0","","Ring","","7","2","Jewelry","","","","","96","First Finger,Second Finger","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","242349957552808776","035D00009B442348","Darketerity","Inventory","2","3","2","1879173420","Undef","","1","","Jeweler's Tool Kit","Drag these tools over a slotted Augment to safely unslot it from an item, returning the Augment to your inventory. This process will consume these tools, but will not damage the item or the recovered augment.","1","0","Augment","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202295372","030B0013A355E64C","Darketerity","Inventory","2","4","1","1879242363","Undef","","1","BoundToAccount","Animated Scarecrow (Level 10)","A scarecrow, when placed down and the command word is spoken, becomes animated and fights for its owner.","10","1000","Contract","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091410099307","030B0013AFB8BC6B","Darketerity","Inventory","2","1","4","1879095858","Undef","","1","BoundToAccount","Long Lasting Elixir of Supreme Ability","This amazing elixir provides a +2 bonus to all of your character’s stats (ability scores) that stacks with all bonuses except those from the six ELIXIRS of animal ability (Bull's Might, Bear's Stamina, etc.).  (This does stack with the standard animal potions like Bull's Strength, Bear's Endurance, etc.)  This effect lasts for 60 minutes, lasts through death and rests, and cannot be dispelled.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091496025745","030B0013B4D7DE91","Darketerity","Inventory","2","1","3","1879095797","Undef","","1","BoundToAccount","Siberys Spirit Cake","A colorful, fragrant, fluffy, semi-ethereal cake decorated with potent symbols of positive energy.  This cake can be eaten by ghosts and spirits as well as the living.  Once the cake is eaten, the person is imbued with the power to return someone to life.\n\nTo raise a fallen party member, use the cake from the shortcut bar after you target the ally you wish to raise.  \n\nNOTE: The target of this effect will be raised with 50 percent of their total hit points, so take care when using this item in an area that is filled with enemies.  This item cannot be used in raids or in public areas.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269091202295771","030B0013A355E7DB","Darketerity","Equipped","838861","4","1","1879258919","Undef","","0","BoundToAccount","Borderlands Warrior Cloak","Cosmetic Cloak: This is the cloak of the Borderlands Warrior set.","0","0","Armor","","","","","16777216","Cosmetic Cloak","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","219269092256135217","030B0013E2263831","Darketerity","Inventory","2","3","4","1879078136","Undef","","2","","Potions of Health +3","A small vial with an ounce of liquid within.","1","0","Potion","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:12:45 PM","0","147211412828172998","020B00000081B2C6","Darketerity","Inventory","0","0","0","2030045485","Undef","","2362897","","Platinum","","0","0","","","","","","0","","0","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091957152082","030B0013D0541952","Darkfaver","Inventory","2","3","1","1879242363","Undef","","1","BoundToAccount","Animated Scarecrow (Level 10)","A scarecrow, when placed down and the command word is spoken, becomes animated and fights for its owner.","10","1000","Contract","","","","","0","","50000","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564573","030B0013ACD4279D","Darkfaver","Equipped","2","3","2","1879070278","Named","","0","BoundToAccount","Sigil of Stormreach","A beautiful signet ring given to Delera by the grateful residents of the city. One can make out the crests of all the major houses on its band.","7","2","Jewelry","","","","","96","First Finger,Second Finger","2820","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564574","030B0013ACD4279E","Darkfaver","Equipped","103","2","3","1879069903","Named","","0","BoundToAccount","Black Wolfskin Belt","This belt is fashioned from the pelt of a dark wolf-like beast.","5","2","Clothing","","","","","2048","Waist","2005","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564576","030B0013ACD427A0","Darkfaver","Equipped","1","1","4","1879089090","Named","","0","BoundToAccount","Archivist's Goggles","These goggles are said to allow the wielder to perceive arcane energies.","0","6","Jewelry","","","","","4","Eyes","405","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564577","030B0013ACD427A1","Darkfaver","Equipped","1","1","2","1879058945","Named","","0","BoundToCharacter","Helm of the Flame","This helmet is blessed with the power of the Silver Flame, aiding its clerics in turning of undead.","7","2","Clothing","","","","","2","Head","2810","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564578","030B0013ACD427A2","Darkfaver","Equipped","26","3","2","1879089110","Named","","0","BoundToAccount","Archivist's Necklace","This necklace is infused with the spirit of a mighty sorcerer.","0","10","Jewelry","","","","","512","Neck","405","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269090631333331","030B0013814DB5D3","Darkfaver","Inventory","2","3","5","1879055279","Undef","","5","","Scrolls of Remove Disease","A heavy sheet of fine vellum reinforced at the top and bottom with strips of leather, covered with arcane writing.","3","1","Scroll","","","","","8192","Main Hand","37","5","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564579","030B0013ACD427A3","Darkfaver","Equipped","52","1","4","1879070300","Named","","0","BoundToAccount","Rabbit Gloves","Luxurious gloves that keep out the cold and give their wearer a dose of good luck. Better luck than the rabbit's, you hope.","9","5","Clothing","","","","","1024","Hands","3605","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564580","030B0013ACD427A4","Darkfaver","Equipped","1","2","3","1879051047","Undef","","0","BoundToAccount","+3 Damping Breastplate of Repair Amplification","A breastplate covers your front and back. A light suit of studded leather beneath the breastplate protects your limbs without restricting movement much.","8","10","Armor","","","Medium","","8","Armor","3220","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564581","030B0013ACD427A5","Darkfaver","Equipped","820","1","4","1879063200","Undef","","0","BoundToAccount","+3 Starter Heavy Steel Shield","This large metal shield is strapped to your forearm and gripped with your hand.","4","10","Shield","Simple","Shield","","","16384","Off Hand","1602","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564583","030B0013ACD427A7","Darkfaver","Equipped","4","1","4","1879069911","Named","","0","BoundToAccount","Splinterskull Acolyte Ring","A dark metal ring emblazoned with the emblem of Splinterskull.","5","2","Jewelry","","","","","96","First Finger,Second Finger","2005","0","0","0","",""
"WhiteRoc","2/8/2022 7:13:17 PM","0","219269091361564584","030B0013ACD427A8","Darkfaver","Equipped","1","4","1","1879059097","Named","","0","BoundToCharacter","Cloak of Troll's Resistance","This cloak gives a limited ability to resist cold, electric, and sonic damage as a troll does.","5","2","Clothing","","","","","16","Cloak","2005","0","0","0","",""
